,stationcode,nombre,lat,lon,alt
0,35025090,BOSQUE INTERVENIDO   [35025090],4.664888888889,-73.846638888889,2944
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,120338,231875,0.52,120326,1,30/09/2013 11:10:00,26/02/2018 17:00:00
324,23157030,BARRANCABERMEJA AUTOMATICA[23157030],7.060194444444,-73.876,75
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,455734,562804,0.81,455557,1,16/06/2007 12:20:00,26/02/2018 21:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
325,11047040,QUIBDO AUTOMATICA [11047040],5.697991666667,-76.662258333333,21
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,411759,81010,5.08,411660,1,30/11/2008 09:40:00,26/02/2018 20:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
326,29047070,SAN PEDRITO AUTOMATICA[29047070],10.268222222222,-74.907861111111,8
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,52506,60704,0.86,52506,1,31/12/2016 23:40:00,26/02/2018 13:00:00
327,23097030,PTO BERRIO AUTOMATICA [23097030],6.485138888889,-74.401166666667,111
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,25387,44115,0.58,23881,0.94,01/01/2017 07:30:00,03/11/2017 16:00:00
328,25017020,SAN PEDRO AUTOM  [25017020],7.853888888889,-75.709722222222,50
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,51548,60704,0.85,51548,1,01/01/2017 07:40:00,26/02/2018 21:00:00
329,35167010,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,34041,49901,0.68,34039,1,05/03/2017 18:10:00,15/02/2018 07:00:00
330,15065010,APTO ALM. PADILLA [15065010],11.529611111111,-72.917666666667,4
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,20829,23856,0.87,20828,1,12/12/2014 00:00:00,01/09/2017 00:00:00
331,25020440,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,2994,12941,0.23,2994,1,18/01/2017 21:10:00,18/04/2017 18:00:00
332,35160010,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,18032,49901,0.36,14388,0.8,05/03/2017 18:10:00,15/02/2018 07:00:00
333,15067150,PTE GUAJIRO AUTOMATICA [15067150],10.926444444444,-72.804388888889,485
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,47528,134322,0.35,47528,1,18/08/2010 13:30:00,08/03/2013 08:30:00
334,21217180,MONTEZUMA [21217180],4.482055555556,-75.286055555556,1450
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,231014,266571,0.87,228114,0.99,01/02/2013 16:00:00,26/02/2018 20:30:00
335,26187040,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,55048,60809,0.91,55048,1,31/12/2016 14:10:00,26/02/2018 21:00:00
336,23017040,ESPERANZA LA [23017040],5.206166666667,-74.913722222222,5217
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,195191,201625,0.97,195122,1,28/04/2014 16:40:00,26/02/2018 20:50:00
337,29047000,TEBSA BQUILLA AUTOMATICA [29047000],10.936638888889,-74.759888888889,6
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,40443,60761,0.67,40443,1,31/12/2016 23:10:00,26/02/2018 22:00:00
338,27037030,SAN JUAN NECHI AUTOM [27037030],7.475,-74.920833333333,180
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,19275,58180,0.33,19271,1,18/01/2017 21:10:00,26/02/2018 21:50:00
339,212050,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,39996,48959,0.82,39996,1,01/06/2012 01:00:00,01/01/2018 00:00:00
340,25020470,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,35964,56507,0.64,35964,1,18/01/2017 21:10:00,15/02/2018 07:00:00
341,27037010,LA ESPERANZA NECHI  [27037010],8.030111111111,-74.785555555556,33
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,25426,56507,0.45,25418,1,18/01/2017 21:10:00,15/02/2018 07:00:00
342,35217060,PLAYON EL   [35217060],5.5405,-72.231722222222,271
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,4157,6143,0.68,4157,1,30/10/2017 20:10:07,12/12/2017 12:00:07
343,53119010,BUENAVENTURA IDEAM   [53119010],3.890175,-77.061908333333,40
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,882,40062,0.02,882,1,20/01/2017 17:00:00,25/10/2017 22:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
344,23197690,PALOGORDO AUTOMATICA [23197690],6.969166666667,-73.130555555556,690
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,305411,370163,0.83,304802,1,01/01/2011 00:10:00,14/01/2018 14:00:00
345,13067020,MONTERIA  AUTOMATICA [13067020],8.751611111111,-75.892416666667,15
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,133910,141676,0.95,133845,1,28/05/2015 12:50:00,05/02/2018 09:36:00
346,21167080,LA MORA AUTOM  [21167080],3.725194444444,-74.826444444444,4064
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,549970,670655,0.82,548150,1,28/05/2005 11:10:00,26/02/2018 19:00:00
347,26057030, POTRERITO   [26057030],3.243194444444,-76.592416666667,125
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,46388,55921,0.83,46382,1,03/02/2017 12:20:00,26/02/2018 20:30:00
348,21202270,PLUVIOMETRO AUTOMATICO TEMPORAL [21202270],4.608055555556,-74.072888888889,2685
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,90441,197211,0.46,90441,1,17/05/2013 17:40:00,15/02/2017 06:10:00
349,35160020,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,33168,51611,0.64,33164,1,21/02/2017 21:10:00,15/02/2018 07:00:00
350,51020011,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,33774,56507,0.6,33770,1,18/01/2017 21:00:00,15/02/2018 06:50:00
351,1303550,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,18785,19006,0.99,18785,1,01/06/2015 01:00:00,31/07/2017 23:00:00
352,26177030,LA VIRGINIA AUTOM  [26177030],4.8925,-75.882694444444,922
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,58588,62121,0.94,54329,0.93,22/12/2016 11:10:00,26/02/2018 20:40:00
353,26137220,EL RETEN AUTOM  [26137220],4.728194444444,-75.603444444444,188
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,56388,60809,0.93,56388,1,31/12/2016 14:10:00,26/02/2018 21:00:00
